Title,Year,IMDb ID,Director,Rating,Votes,Box Office,Budget,Genres,Actors,Languages,Countries
Coming 2 America,2021.0,6802400,Craig Brewer,5.3,78138.0,,"$60,000,000 (estimated)","Comedy, Music","Eddie Murphy, Arsenio Hall, Jermaine Fowler, Leslie Jones, Tracy Morgan, KiKi Layne, Shari Headley, Wesley Snipes, James Earl Jones, John Amos",English,United States
Ghostbusters: Afterlife,2021.0,4513678,Jason Reitman,7.0,231603.0,"$204,334,455","$75,000,000 (estimated)","Adventure, Comedy, Fantasy, Sci-Fi","Carrie Coon, Paul Rudd, Finn Wolfhard, Mckenna Grace, Logan Kim, Celeste O'Connor, Bill Murray, Dan Aykroyd, Ernie Hudson, Annie Potts",English,"United States, Canada"
Trollhunters: Rise of the Titans,2021.0,12851396,"Johane Matte, Francisco Ruiz-Velasco, Andrew L. Schmidt",6.6,6499.0,,,"Animation, Action, Adventure, Comedy, Drama, Family, Fantasy","Steve Alterman, Kay Bess, Brian Blessed, Vic Chao, Hitesh Chaudhary, David Chen, Julie Falls, Peter Falls, Nick Frost, Elisa Gabrielli","English, Mandarin, Portuguese","United States, Mexico, China, India"
"Detective Conan: The Scarlet Bullet - Anime Film Review - ""Skip This One Unless You're A Meitantei Conan Otaku""",2023.0,27383268,,,,,,,,,
Around the World in 80 Days,2021.0,9174578,,7.2,12766.0,,,"Adventure, Comedy, History","David Tennant, Ibrahim Koma, Leonie Benesch, Jason Watkins, Peter Sullivan, Leon Clingman, Anthony Flanagan, David Sherwood, Reza Diako, Jeff Rawle","English, French, Italian, Arabic, Hindi, Cantonese","France, Germany, Italy, South Africa, United Kingdom"
Bad Boys: Ride or Die,2024.0,4919268,"Adil El Arbi, Bilall Fallah",6.5,96698.0,"$404,550,184","$100,000,000 (estimated)","Action, Adventure, Comedy, Crime, Thriller","Will Smith, Martin Lawrence, Vanessa Hudgens, Alexander Ludwig, Paola Núñez, Eric Dane, Ioan Gruffudd, Jacob Scipio, Melanie Liburd, Tasha Smith",English,United States
The Best Offer,2013.0,1924396,Giuseppe Tornatore,7.8,132422.0,"$19,255,873, 18 Jan 2014","EUR13,500,000 (estimated)","Crime, Drama, Mystery, Romance, Thriller","Geoffrey Rush, Jim Sturgess, Sylvia Hoeks, Donald Sutherland, Philip Jackson, Dermot Crowley, Kiruna Stamell, Liya Kebede, Caterina Capodilista, Gen Seto","English, Italian",Italy
Oxygen,2021.0,6341832,Alexandre Aja,6.5,46127.0,,,"Drama, Fantasy, Sci-Fi, Thriller","Mélanie Laurent, Mathieu Amalric, Malik Zidi, Laura Boujenah, Eric Herson-Macarel, Annie Balestra, Marc Saez, Cathy Cerda, Marie Lemiale, Pascal Germain",French,"France, United States"
Queenpins,2021.0,9054192,"Aron Gaudet, Gita Pullapilly",6.4,27317.0,,"$7,000,000 (estimated)","Comedy, Crime","Kristen Bell, Lidia Porto, Joel McHale, Kirby Howell-Baptiste, Greta Oglesby, Eduardo Franco, Ben Sidell, Nneoma Sampson, Dayo Okeniyi, Todd Aaron Brotze",English,United States
The Desperate Hour,2021.0,13133936,Phillip Noyce,4.9,8238.0,,,Thriller,"Naomi Watts, Colton Gobbo, Andrew Chown, Sierra Maltby, Michelle Johnston, Woodrow Schrieber, David Reale, Jason Clarke, Debra Wilson, Christopher Marren",English,"United States, Canada"
Vivo,2021.0,6338498,"Kirk DeMicco, Brandon Jeffords",6.7,22464.0,,,"Animation, Adventure, Comedy, Drama, Family, Musical","Lin-Manuel Miranda, Ynairaly Simo, Zoe Saldaña, Juan de Marcos González, Brian Tyree Henry, Gloria Estefan, Michael Rooker, Nicole Byer, Katie Lowes, Olivia Trujillo","English, Spanish","United States, Hong Kong, Austria"
Dynasty Warriors,2021.0,7587604,Roy Hin Yeung Chow,4.8,2661.0,,,"Action, Adventure, Fantasy","Louis Koo, Kai Wang, Ray Lui, Justin Cheung, Carina Lau, Yo Yang, Geng Han, Gülnezer Bextiyar, Eddie Cheung, Suet Lam","Cantonese, Mandarin","Hong Kong, China, Japan"
The Girl Who Believes in Miracles,2021.0,9098454,Richard Correll,6.0,1884.0,,,"Drama, Family","Mira Sorvino, Austyn Johnson, Kevin Sorbo, Peter Coyote, Burgess Jenkins, Tommi Rose, Stephanie Cood, Paul-Mikél Williams, Luke Omalza, Collin Place",English,United States
Deadly Illusions,2021.0,7897330,Anna Elizabeth James,3.8,14097.0,,,"Crime, Drama, Mystery, Thriller","Kristin Davis, Dermot Mulroney, Greer Grammer, Shanola Hampton, Marie Wagenman, Shylo Molina, Abella Bala, Shaun Wu, Melissa Chambers, Grayson Berry",English,United States
Pele: Birth of a Legend,2016.0,995868,"Jeff Zimbalist, Michael Zimbalist",7.1,21891.0,,,"Biography, Drama, Sport","Kevin de Paula, Leonardo Lima Carvalho, Seu Jorge, Mariana Nunes, Milton Gonçalves, Seth Michaels, Vincent D'Onofrio, André Mattos, Phil Miler, Rafael Henriques","English, Portuguese, Swedish",United States
Granit,2021.0,17352384,Denis Neymand,5.5,145.0,,,Action,"Aleksandr Baranovskiy, Oleg Chernov, Evgeniy Dobryakov, Sergey Garusov, Mark Gavrilov, Andrey Kurbatov, Elvira Sinelnik, Gleb Temnov, Evgeniy Terskikh",Russian,Russia
The Addams Family 2,2021.0,11125620,"Conrad Vernon, Greg Tiernan, Laura Brousseau, Kevin Pavlovic",5.4,16494.0,"$119,815,153",,"Animation, Adventure, Comedy, Family, Fantasy, Horror, Mystery","Oscar Isaac, Charlize Theron, Chloë Grace Moretz, Javon 'Wanna' Walton, Nick Kroll, Snoop Dogg, Bette Midler, Conrad Vernon, Bill Hader, Wallace Shawn","English, Spanish, Latin, Ukrainian","United States, Canada, Vietnam, France, United Kingdom"
Till Death,2021.0,11804152,S.K. Dale,5.9,28801.0,,,Thriller,"Megan Fox, Eoin Macken, Callan Mulvey, Jack Roth, Aml Ameen, Stefanie Yunger, Julian Balahurov, Teodora Djuric, Lili Rich",English,United States
Licorice Pizza,2021.0,11271038,Paul Thomas Anderson,7.1,146295.0,,"$40,000,000 (estimated)","Comedy, Drama, Romance","Will Angarola, Griff Giacchino, James Kelley, Cooper Hoffman, Alana Haim, Dexter Demme, River Cornwell, Harrison Bray, Sasha Spielberg, Karissa Reynafarje","English, Japanese, Spanish","United States, Canada"
He's All That,2021.0,4590256,Mark Waters,4.4,30269.0,,"$13,000,000 (estimated)","Comedy, Romance","Addison Rae, Tanner Buchanan, Madison Pettis, Rachael Leigh Cook, Matthew Lillard, Peyton Meyer, Isabella Crovetti, Annie Jacob, Myra Molloy, Kourtney Kardashian","English, Ukrainian",United States
"Batman: The Long Halloween, Part Two",2021.0,14402926,Chris Palmer,7.2,17943.0,,,"Animation, Action, Crime, Mystery, Sci-Fi","Jensen Ackles, Josh Duhamel, Naya Rivera, Troy Baker, Laila Berzins, Billy Burke, Zach Callison, David Dastmalchian, Alyssa Diaz, John DiMaggio","English, Italian",United States
Respect,2021.0,2452150,Liesl Tommy,6.6,18605.0,,"$55,000,000 (estimated)","Biography, Drama, Music","Jennifer Hudson, Forest Whitaker, Marlon Wayans, Tituss Burgess, Audra McDonald, Marc Maron, Heather Headley, Kimberly Scott, Hailey Kilgore, Saycon Sengbloh",English,"United States, Canada"
Vacation Friends,2021.0,3626476,Clay Tarver,6.3,31629.0,,,"Adventure, Comedy","Lil Rel Howery, Yvonne Orji, John Cena, Meredith Hagner, Robert Wisdom, Lynn Whitfield, Andrew Bachelor, Tawny Newsome, Barry Rothbart, Kamal Angelo Bolden",English,United States
Risen,2016.0,3231054,Kevin Reynolds,6.3,31611.0,,"$20,000,000 (estimated)","Action, Drama, History, Mystery","Joseph Fiennes, Tom Felton, Peter Firth, Cliff Curtis, María Botto, Luis Callejo, Antonio Gil, Richard Atwill, Stewart Scudamore, Andy Gathergood",English,United States
The Serpent Queen,2022.0,14022350,,7.7,10610.0,,,Drama,"Samantha Morton, Amrita Acharia, Enzo Cilenti, Ruby Bentall, Nicholas Burns, Beth Goddard, Raza Jaffrey, Danny Kirrane, Ray Panthaki, Ludivine Sagnier",English,United States
Stowaway,2021.0,9203694,Joe Penna,5.7,54285.0,,"$10,000,000 (estimated)","Adventure, Sci-Fi, Thriller","Anna Kendrick, Daniel Dae Kim, Shamier Anderson, Toni Collette, Dan Barry, Scott Manley",English,"United Kingdom, Germany, United States"
Pil's Adventures,2021.0,15091284,Julien Fournet,6.1,1388.0,,,"Animation, Adventure, Family, Fantasy","Kaycie Chase, Paul Borne, Julien Crampon, Pierre Tessier, Gauthier Battoue, Barbara Tissier, Emmanuel Curtil, Enrique Carballido, Laurent Maurel, Martine Irzenski",French,France
Reminiscence,2021.0,3272066,Lisa Joy,5.9,68534.0,"$16,400,193","$54,000,000 (estimated)","Mystery, Romance, Sci-Fi, Thriller","Hugh Jackman, Rebecca Ferguson, Thandiwe Newton, Cliff Curtis, Marina de Tavira, Daniel Wu, Mojean Aria, Brett Cullen, Natalie Martinez, Angela Sarafyan","English, Mandarin, Spanish",United States
Trigger Point,2022.0,11958610,,6.6,9422.0,,,"Action, Crime, Drama, Mystery, Thriller","Vicky McClure, Eric Shango, Nabil Elouahabi, Natalie Simpson, Maanuv Thiara, Kerry Godliman, Mark Stanley, Kevin Eldon, Cal MacAninch, Kris Hitchen",English,United Kingdom
Little Fish,2020.0,9735470,Chad Hartigan,6.9,7840.0,,,"Drama, Romance, Sci-Fi","Olivia Cooke, Jack O'Connell, Soko, Raúl Castillo, David Lennon, Mackenzie Cardwell, Ross Wirtanen, Heather Decksheimer, Natalie Farrow, Ronald Robinson",English,"United States, Canada"
The Many Saints of Newark,2021.0,8110232,Alan Taylor,6.3,65967.0,,"$50,000,000 (estimated)","Crime, Drama","Alessandro Nivola, Leslie Odom Jr., Vera Farmiga, Jon Bernthal, Corey Stoll, Ray Liotta, Michela De Rossi, Michael Gandolfini, Billy Magnussen, John Magaro","English, Italian, Latin",United States
Mortal Kombat Legends: Battle of the Realms,2021.0,14901058,Ethan Spaulding,6.5,8637.0,,,"Animation, Action, Adventure, Fantasy","Jennifer Carpenter, Joel McHale, Ike Amadi, Artt Butler, Bayardo De Murguia, Robin Atkin Downes, Grey Griffin, Matthew Yang King, Matthew Mercer, Dave B. Mitchell","English, Latin, French",United States
The Advent Calendar,2021.0,12496706,Patrick Ridremont,6.3,6867.0,,,"Horror, Thriller","Eugénie Derouand, Honorine Magnier, Clément Olivieri, Janis Abrikh, Cyril Garnier, Vladimir Perrin, Jérôme Paquatte, Laura Presgurvic, Isabelle Tanakil, Jean-François Garreaud","French, German","Belgium, France"
Sooryavanshi,2021.0,9531772,Rohit Shetty,5.9,80163.0,,,"Action, Crime, Drama, Thriller","Akshay Kumar, Katrina Kaif, Ajay Devgn, Ranveer Singh, Jackie Shroff, Jaaved Jaaferi, Gulshan Grover, Abhimanyu Singh, Nikitin Dheer, Kumud Mishra",Hindi,India
A Writer's Odyssey,2021.0,9685342,"Zhuang Jieqiong, Yang Lu",6.2,4571.0,,,"Action, Adventure, Fantasy, Mystery","Jiayin Lei, Mi Yang, Zijian Dong, Shengdi Wang, Hewei Yu, Jingfei Guo, Yi Yang, Liya Tong, Tianzuo Liu, Binghui Li",Mandarin,China
Munich: The Edge of War,2021.0,7475578,Christian Schwochow,6.8,37398.0,,,"Biography, Drama, History, Thriller","Liv Lisa Fries, George MacKay, Jannis Niewöhner, Paul Flanagan, Nick Wymer, Jessica Brown Findlay, Raphael Sowole, Mark Lewis Jones, Alex Jennings, Jeremy Irons","English, German","United Kingdom, United States"
Red Rocket,2021.0,13453006,Sean Baker,7.1,38157.0,,"$1,100,000 (estimated)","Comedy, Drama","Simon Rex, Bree Elrod, Brenda Deiss, Sophie, Vickie Pearce, Bashir Abboud, Kevin Cavanaugh, Caressa Garza, Marlon Lambert, Judy Hill",English,United States
F9: The Fast Saga,2021.0,5433138,Justin Lin,5.2,169784.0,"$726,426,336","$200,000,000 (estimated)","Action, Crime, Thriller","Vin Diesel, Michelle Rodriguez, Jordana Brewster, Tyrese Gibson, Ludacris, Nathalie Emmanuel, Charlize Theron, John Cena, Finn Cole, Sung Kang","English, Japanese, Spanish","United States, Thailand, Canada, Japan"
Mousa,2021.0,11778102,Peter Mimi,6.0,2006.0,,,"Action, Drama, Fantasy, Sci-Fi","Kareem Mahmoud Abdel Aziz, Eyad Nassar, Salah Abdalla, Mahmoud Abdelnaser, Asma Abul-Yazid, Mostafa Adam, Amr Adib, Hamad Almutaani, Shady Ashraf, Ahmed Ashry",Arabic,Egypt
Teen Titans Go! See Space Jam,2021.0,14851194,Peter Rida Michail,4.6,1436.0,,,"Animation, Action, Adventure, Comedy, Family, Fantasy, Sci-Fi, Sport","Greg Cipes, Scott Menville, Khary Payton, Tara Strong, Hynden Walch, John DiMaggio, Fred Tatasciore, Charles Barkley, Thom Barry, Larry Bird",English,United States
Lamb,2021.0,9812474,Valdimar Jóhannsson,6.3,41809.0,,,"Drama, Fantasy, Horror","Noomi Rapace, Hilmir Snær Guðnason, Björn Hlynur Haraldsson, Ingvar Sigurdsson, Agnes Emma Charlesdóttir Guanci, Amanda Rún Bergþórsdóttir, Askur Frans Elvarsson, Bjarki Freyr Hafdal Björgvinsson, Emma Júlía Ólafsdóttir, Hrafney Hólm Sindradóttir",Icelandic,"Iceland, Sweden, Poland, United States"
Ip Man: The Awakening,2021.0,21028848,"Xijie Li, Zhelin Zhang",4.7,1207.0,,,Action,"Miao Xie, Guanying Chen, Qilong Hua, Hao Yan Fei, Zhao Yu Xuan, Sergio De Ieso",Mandarin,China
Batman: Soul of the Dragon,2021.0,12885852,Sam Liu,6.1,7736.0,,,"Animation, Action, Adventure, Crime","David Giuntoli, Mark Dacascos, Kelly Hu, Michael Jai White, James Hong, Eric Bauza, Jamie Chung, Chris Cox, Robin Atkin Downes, Grey Griffin",English,United States
Recalled,2021.0,14527836,Seo You-min,6.7,5628.0,,,"Drama, Mystery, Thriller","Seo Ye-ji, Kim Kang-woo, Park Bom, Jung Gi-sub, Yeom Hye-ran, Sung Hyuk, Kim Jong-goo, Kim Joo-ryung, Kim Kang-hoon, Park Sang-wook",Korean,South Korea
Ghost Lab,2021.0,13446126,Paween Purijitpanya,5.2,1752.0,,,"Drama, Horror, Thriller","Thanapob Leeratanakachorn, Paris Intarakomalyasut, Nuttanicha Dungwattanawanich, Suquan Bulakul, Pearachanee Siralert, Natthawut Jenmana, Chaleeda Gilbert, Anchuleeon Buagaew, Jinjuta Rattanaburi, Alanta Potjes",Thai,Thailand
The Medium,2021.0,13446168,Banjong Pisanthanakun,6.5,15213.0,,,"Drama, Horror, Mystery","Narilya Gulmongkolpech, Sawanee Utoomma, Sirani Yankittikan, Yasaka Chaisorn, Boonsong Nakphoo, Arunee Wattana, Thanutphon Boonsang, Pakapol Srirongmuang, Akkaradech Rattanawong, Chatchawat Sanveang",Thai,"Thailand, South Korea"
Encanto,2021.0,2953050,"Jared Bush, Byron Howard, Charise Castro Smith",7.2,278344.0,"$255,731,274","$50,000,000 (estimated)","Animation, Comedy, Family, Fantasy, Musical","Stephanie Beatriz, María Cecilia Botero, John Leguizamo, Mauro Castillo, Jess Darrow, Angie Cepeda, Carolina Gaitan, Diane Guerrero, Wilmer Valderrama, Rhenzy Feliz","English, Spanish",United States
Cry Macho,2021.0,1924245,Clint Eastwood,5.7,35021.0,"$14,704,912","$33,000,000 (estimated)",Drama,"Clint Eastwood, Dwight Yoakam, Daniel V. Graulau, Amber Lynn Ashley, Brytnee Atkinson, Alexandra Ruddy, Sebestien Soliz, Horacio Garcia Rojas, Ivan Hernandez, Fernanda Urrejola","English, Spanish, American Sign Language",United States
Outside the Wire,2021.0,10451914,Mikael Håfström,5.4,46543.0,,,"Action, Adventure, Fantasy, Sci-Fi","Anthony Mackie, Damson Idris, Enzo Cilenti, Emily Beecham, Michael Kelly, Kristina Tonteri-Young, Brady Dowad, Henry Garrett, Alexandra Szucs, Gábor Krausz","English, Ukrainian, Russian","Hungary, United States"
Planet Dune,2021.0,15331462,"Glenn Campbell, Tammy Klein",2.4,1185.0,,,"Adventure, Horror, Sci-Fi","Sean Young, Emily Killian, Anna Telfer, Cherish Michael, Manny Zaldivar, Sienna Farall, Ramiro Leal, Clark Moore, Mo Smead, Grant Terzakis",English,"United States, Canada"
The Guilty,2021.0,9421570,Antoine Fuqua,6.3,160055.0,,,"Crime, Drama, Thriller","Jake Gyllenhaal, Riley Keough, Peter Sarsgaard, Christina Vidal, Eli Goree, Ethan Hawke, Da'Vine Joy Randolph, Christiana Montoya, David Castañeda, Adrian Martinez","English, Spanish",United States
Judas and the Black Messiah,2021.0,9784798,Shaka King,7.4,94264.0,,"$26,000,000 (estimated)","Biography, Drama, History","Daniel Kaluuya, LaKeith Stanfield, Jesse Plemons, Dominique Fishback, Ashton Sanders, Algee Smith, Darrell Britt-Gibson, Lil Rel Howery, Dominique Thorne, Martin Sheen",English,United States
Megaboa,2021.0,16444610,Mario N. Bonassin,2.7,552.0,,,"Action, Horror","Eric Roberts, Michelle Elizabeth O'Shea, Emilia Torello, Joe Herrera, Garrett Schulte, Vimala Veera, Jadon Cal, Ray Acevedo, Sharon Desiree, Michael DeVorzon",English,United States
V/H/S/94,2021.0,14867006,"Simon Barrett, Steven Kostanski, Chloe Okuno, Ryan Prows, Jennifer Reeder, Timo Tjahjanto",5.5,14967.0,,,"Horror, Mystery, Thriller","Anna Hopkins, Christian Potenza, Brian Paul, Tim Campbell, Gina Louise Phillips, Hume Baugh, Sean Sullivan, Thiago dos Santos, Sophia Machula, Sean Patrick Dolan",English,"United States, Canada"
Girl in the Basement,2021.0,13269536,Elisabeth Röhm,6.3,15796.0,,,"Crime, Thriller","Judd Nelson, Stefanie Scott, Joely Fisher, Emma Myers, Braxton Bjerken, Jake Nuttall, Emily Topper, Liam Pileggi, Madison Johnson, Jake Etheridge",English,United States
"Barbie: Big City, Big Dreams",2021.0,15053428,Scott Pleydell-Pearce,5.9,610.0,,,"Animation, Family, Musical","America Young, Amber May, Greg Chun, Daniel Mk Cohen, Kirsten Day, Bernardo De Paula, Giselle Fernandez, Lisa Fuson, Emma Adele Galvin, Gabe Kunda",English,United States
Vanquish,2021.0,5932368,George Gallo,3.0,5551.0,,,"Action, Adventure, Crime, Thriller","Morgan Freeman, Ruby Rose, Patrick Muldoon, Nick Vallelonga, Julie Lott, Hannah Stocking, Joel Michaely, Miles Doleac, Paul Sampson, Richard Salvatore","English, French, German",United States
My Lovely Angel,2021.0,14739128,"Sung-Mo Kwon, Chang-Won Lee",7.5,822.0,,,Drama,"Jin Goo, Jung Seo-yeon, Alireza Abbas Beygi, Bang Eun-Jung, Noh Ha-yeon, Park Hee-eun, Jang Hye-jin, Kim Jae-rok, Kim Jong-goo, Woo-Jae Jung",Korean,South Korea
Luca,2021.0,12801262,Enrico Casarosa,7.4,207421.0,"$49,750,471",,"Animation, Adventure, Comedy, Drama, Family, Fantasy","Jacob Tremblay, Jack Dylan Grazer, Emma Berman, Saverio Raimondo, Maya Rudolph, Marco Barricelli, Jim Gaffigan, Peter Sohn, Lorenzo Crisci, Marina Massironi","English, Italian",United States
Below Zero,2021.0,9845564,Lluís Quílez,6.2,22103.0,,,"Action, Adventure, Crime, Drama, Horror, Thriller","Javier Gutiérrez, Karra Elejalde, Luis Callejo, Andrés Gertrúdix, Isak Férriz, Édgar Vittorino, Miquel Gelabert, Florin Opritescu, Àlex Monner, Patrick Criado",Spanish,Spain
The Unforgivable,2021.0,11233960,Nora Fingscheidt,7.1,122893.0,,,"Crime, Drama, Mystery","Sandra Bullock, Viola Davis, Vincent D'Onofrio, Jon Bernthal, Richard Thomas, Linda Emond, Aisling Franciosi, Emma Nelson, Will Pullen, Tom Guiry","English, Persian","United Kingdom, Germany, United States"
13 Minutes,2021.0,9274670,Lindsay Gossling,4.7,5857.0,,,"Action, Drama, Thriller","Trace Adkins, Yancey Arias, Thora Birch, Tokala Black Elk, Darryl Cox, Allyson Cristofaro, Naomi Duarte, Peter Facinelli, Sidney Flack, Ginger Gilmartin",English,"Canada, United States"
SAS: Rise of the Black Swan,2021.0,4479380,Magnus Martens,5.3,22411.0,"$198,432",,Action,"Sam Heughan, Ruby Rose, Andy Serkis, Hannah John-Kamen, Tom Hopper, Noel Clarke, Owain Yeoman, Jing Lusi, Ray Panthaki, Richard McCabe","English, French","United Kingdom, Switzerland, Netherlands, Hungary"
My Little Pony: A New Generation,2021.0,10101702,"Robert Cullen, José Luis Ucha, Mark Fattibene",6.8,4770.0,,,"Animation, Adventure, Comedy, Family, Fantasy, Musical","Vanessa Hudgens, Kimiko Glenn, James Marsden, Sofia Carson, Liza Koshy, Ken Jeong, Elizabeth Perkins, Jane Krakowski, Phil LaMarr, Michael McKean",English,"United States, Ireland, Canada"
The Princess Switch 3,2021.0,14731142,Mike Rohl,5.6,8318.0,,"$18,000,000 (estimated)","Comedy, Drama, Family, Romance","Vanessa Hudgens, Remy Hii, Sam Palladio, Nick Sagar, Amanda Donohoe, Florence Hall, Ricky Norwood, Suanne Braun, Mark Fleischmann, Will Kemp",English,United States
Clifford the Big Red Dog,2021.0,2397461,Walt Becker,5.9,17879.0,"$107,347,356","$64,000,000 (estimated)","Adventure, Comedy, Family, Fantasy","Darby Camp, Jack Whitehall, Izaac Wang, John Cleese, Sienna Guillory, Tony Hale, David Alan Grier, Horatio Sanz, Paul Rodriguez, Russell Peters","English, Spanish, Russian, Mandarin","United States, Canada, United Kingdom"
Simple Passion,2020.0,10023172,Danielle Arbid,5.4,1282.0,,,"Drama, Romance","Laetitia Dosch, Sergei Polunin, Lou-Teymour Thion, Caroline Ducey, Grégoire Colin, Slimane Dazi, Vincent Courcelle-Labrousse, Dounia Sichov, Arthur Vercken, Graziella Fiesoli","French, English, Russian","France, Belgium"
Godzilla vs. Kong,2021.0,5034838,Adam Wingard,6.3,254732.0,"$468,216,094","$200,000,000 (estimated)","Action, Sci-Fi, Thriller","Alexander Skarsgård, Millie Bobby Brown, Rebecca Hall, Brian Tyree Henry, Shun Oguri, Eiza González, Julian Dennison, Lance Reddick, Kyle Chandler, Demián Bichir","English, American Sign Language","United States, Australia, Hong Kong"
